registro	ano	mes	dia	tmed	urmed	vento	tmax	urmax	ventomax	tmin	urmin	chuva
3135	2005	8	1	19.04	71.40	1.01	27.66	100.00	4.70	10.61	32.05	0.00
3136	2005	8	2	18.49	69.71	0.99	27.70	100.00	5.45	10.05	31.24	0.00
3137	2005	8	3	18.36	69.35	1.18	27.34	100.00	5.45	9.68	31.11	0.00
3138	2005	8	4	18.67	70.90	1.22	27.64	100.00	6.20	9.39	35.68	0.00
3139	2005	8	5	19.45	67.83	1.22	28.96	100.00	6.20	10.00	30.77	0.00
3140	2005	8	6	19.41	63.95	1.17	28.69	100.00	4.70	9.76	29.49	0.00
3141	2005	8	7	19.09	71.10	1.23	27.65	100.00	7.70	10.62	34.47	0.00
3142	2005	8	8	18.85	81.70	1.40	26.77	100.00	9.20	14.12	40.45	0.00
3143	2005	8	9	17.97	83.20	1.87	25.38	100.00	10.70	11.28	55.37	0.00
3144	2005	8	10	15.37	73.60	1.80	21.45	96.60	9.20	9.04	50.29	0.00
3145	2005	8	11	16.11	75.20	0.90	23.34	100.00	4.70	8.35	38.31	0.00
3146	2005	8	12	16.55	68.78	0.91	24.77	100.00	4.70	8.76	30.91	0.00
3147	2005	8	13	17.41	73.80	0.86	27.00	100.00	4.70	7.75	33.19	0.00
3148	2005	8	14	19.07	73.50	0.73	29.83	100.00	4.70	9.33	29.08	0.10
3149	2005	8	15	21.62	68.65	0.96	31.65	100.00	7.70	11.88	33.51	0.00
3150	2005	8	16	22.36	68.52	0.97	30.24	100.00	6.95	15.52	33.25	0.00
3151	2005	8	17	21.65	64.42	1.19	30.55	99.10	6.95	13.52	26.93	0.00
3152	2005	8	18	20.48	72.50	1.48	27.40	98.90	6.95	13.55	44.35	0.00
3153	2005	8	19	21.23	76.40	1.66	29.01	99.00	7.70	15.29	42.52	0.00
3154	2005	8	20	20.95	75.40	1.28	28.75	100.00	8.45	14.07	32.31	0.00
3155	2005	8	21	20.79	70.80	1.09	29.66	100.00	6.95	13.09	33.39	0.00
3156	2005	8	22	21.52	63.00	1.40	30.12	100.00	8.45	12.29	26.67	0.00
3157	2005	8	23	22.39	53.74	1.43	30.97	98.20	8.45	11.70	25.00	0.00
3158	2005	8	24	23.29	57.08	2.10	31.79	95.60	9.20	18.31	30.90	0.00
3159	2005	8	25	18.03	83.10	1.84	24.20	100.00	7.70	12.40	52.21	0.00
3160	2005	8	26	17.65	78.40	1.13	28.10	100.00	7.70	8.19	38.29	0.00
3161	2005	8	27	17.92	96.40	1.42	23.61	100.00	9.95	15.19	70.90	23.40
3162	2005	8	28	22.74	71.30	1.26	32.83	100.00	6.20	14.34	26.86	0.10
3163	2005	8	29	25.44	55.16	1.81	33.90	95.20	9.95	16.14	24.78	0.00
3164	2005	8	30	25.61	54.70	1.85	33.09	88.80	11.45	19.88	29.21	0.00
3165	2005	8	31	23.14	75.20	1.28	30.24	100.00	9.95	15.98	41.04	0.00
3166	2005	9	1	23.80	78.50	1.89	30.58	98.90	11.45	19.10	49.77	0.00
3167	2005	9	2	18.62	87.60	1.41	23.35	100.00	6.95	13.99	55.18	4.00
3168	2005	9	3	18.97	81.10	1.30	29.11	100.00	6.95	10.04	43.53	0.00
3169	2005	9	4	20.67	81.80	1.35	28.86	100.00	12.95	13.83	47.83	1.00
3170	2005	9	5	21.32	87.10	1.52	28.40	100.00	9.20	15.87	58.32	9.10
3171	2005	9	6	19.61	91.50	1.70	25.15	100.00	7.70	15.78	68.82	0.00
3172	2005	9	7	18.31	87.60	1.94	25.02	100.00	6.95	13.04	62.36	0.00
3173	2005	9	8	18.76	85.90	1.77	26.67	100.00	7.70	13.33	58.93	0.00
3174	2005	9	9	21.41	81.40	1.19	30.10	100.00	5.45	13.92	48.64	0.00
3175	2005	9	10	23.08	72.20	1.43	30.55	100.00	7.70	16.24	39.90	0.00
3176	2005	9	11	24.79	62.55	1.84	32.75	95.80	11.45	16.97	31.90	0.00
3177	2005	9	12	18.17	87.30	2.40	22.46	99.20	8.45	14.77	70.90	0.00
3178	2005	9	13	22.49	82.40	0.90	31.25	100.00	6.95	15.56	49.50	0.00
3179	2005	9	14	19.54	84.80	2.44	23.80	100.00	9.20	13.50	69.16	5.20
3180	2005	9	15	15.67	93.50	2.48	19.71	100.00	9.20	12.65	77.00	1.80
3181	2005	9	16	22.77	84.50	1.27	31.42	100.00	8.45	17.17	42.51	2.90
3182	2005	9	17	19.77	84.10	2.30	26.47	100.00	8.45	15.10	58.39	0.00
3183	2005	9	18	19.46	92.10	0.91	25.07	100.00	7.70	14.88	71.00	0.40
3184	2005	9	19	22.67	84.00	1.92	29.59	100.00	9.20	16.42	55.10	0.00
3185	2005	9	20	19.77	77.00	2.18	26.50	100.00	10.70	15.05	33.41	0.00
3186	2005	9	21	19.70	76.70	2.47	25.52	97.20	8.45	14.86	49.59	0.00
3187	2005	9	22	18.16	91.50	1.00	21.64	100.00	7.70	15.16	70.80	0.10
3188	2005	9	23	20.46	81.10	1.27	28.17	100.00	7.70	13.97	43.34	0.10
3189	2005	9	24	21.18	80.90	0.96	27.54	100.00	5.45	14.50	54.63	0.00
3190	2005	9	25	19.42	98.90	0.71	22.03	100.00	6.20	17.69	85.30	6.00
3191	2005	9	26	17.01	95.10	2.25	19.21	100.00	7.70	15.19	83.00	2.10
3192	2005	9	27	15.92	89.70	3.04	19.40	100.00	10.70	13.68	72.30	2.50
3193	2005	9	28	18.20	79.10	2.95	25.05	98.70	9.95	12.49	54.24	0.00
3194	2005	9	29	20.35	72.60	1.71	28.68	98.50	8.45	13.13	34.67	0.00
3195	2005	9	30	21.93	76.20	0.98	29.47	100.00	6.20	13.20	48.78	0.00
3196	2005	10	1	22.09	86.60	1.18	30.78	100.00	6.95	17.10	47.57	22.60
3197	2005	10	2	19.36	98.30	1.86	23.05	100.00	7.70	17.46	79.50	1.10
3198	2005	10	3	22.88	80.10	1.28	30.23	100.00	5.45	16.32	49.57	0.00
3199	2005	10	4	25.04	76.80	0.98	32.81	100.00	5.45	17.07	43.45	0.00
3200	2005	10	5	22.77	84.30	1.54	26.40	98.70	9.20	20.04	59.56	0.00
3201	2005	10	6	23.07	86.30	1.77	28.99	100.00	8.45	18.96	60.74	0.00
3202	2005	10	7	22.85	87.20	1.14	31.15	100.00	9.95	18.21	55.90	9.00
3203	2005	10	8	26.44	77.90	1.19	34.63	100.00	6.95	20.38	38.01	0.40
3204	2005	10	9	25.25	79.10	1.40	33.23	100.00	7.70	19.26	38.28	0.00
3205	2005	10	10	23.77	79.50	1.58	32.30	100.00	8.45	17.92	42.98	0.00
3206	2005	10	11	24.36	77.20	1.26	34.56	100.00	11.45	16.62	35.66	7.80
3207	2005	10	12	26.21	72.10	1.20	35.25	100.00	6.95	19.13	26.46	0.00
3208	2005	10	13	27.31	59.42	1.11	36.04	100.00	6.20	17.50	24.18	0.00
3209	2005	10	14	25.40	73.70	1.80	33.84	100.00	11.45	19.20	40.38	15.90
3210	2005	10	15	22.58	89.10	1.89	28.92	100.00	9.95	19.07	61.68	0.30
3211	2005	10	16	23.85	84.20	1.31	31.43	99.90	8.45	19.24	54.48	0.00
3212	2005	10	17	24.20	73.60	0.98	29.84	100.00	8.45	19.00	52.48	0.00
3213	2005	10	18	20.90	93.00	1.80	24.97	100.00	10.70	16.41	72.50	4.30
3214	2005	10	19	18.40	94.80	2.00	21.59	100.00	7.70	16.00	82.00	1.40
3215	2005	10	20	22.26	84.10	1.20	28.05	100.00	5.45	16.49	58.12	0.00
3216	2005	10	21	23.36	85.00	0.96	32.36	100.00	6.95	17.27	44.73	4.40
3217	2005	10	22	21.90	93.40	1.04	28.14	100.00	12.20	17.80	62.10	15.50
3218	2005	10	23	21.99	89.80	1.43	28.12	100.00	9.20	17.97	62.15	0.10
3219	2005	10	24	23.92	83.10	1.43	31.07	100.00	6.95	17.46	54.95	0.00
3220	2005	10	25	24.43	85.10	0.84	30.08	100.00	4.70	18.69	61.02	0.00
3221	2005	10	26	23.40	90.00	1.00	32.71	100.00	9.20	20.24	47.55	5.10
3222	2005	10	27	25.17	86.00	1.00	31.73	100.00	6.20	19.81	56.57	0.20
3223	2005	10	28	23.94	90.70	1.34	33.12	100.00	16.70	20.48	52.13	16.50
3224	2005	10	29	20.76	98.80	1.16	24.06	100.00	11.45	17.82	82.00	12.50
3225	2005	10	30	20.22	89.40	2.21	24.24	100.00	6.95	17.44	73.60	0.00
3226	2005	10	31	20.04	90.10	1.85	25.24	100.00	7.70	16.77	66.68	1.80
3227	2005	11	1	19.34	85.90	2.40	26.15	100.00	9.20	15.07	60.63	0.00
3228	2005	11	2	20.52	85.30	1.67	27.84	100.00	8.45	14.51	58.59	0.00
3229	2005	11	3	22.04	81.60	1.46	29.34	100.00	7.70	15.13	47.84	0.00
3230	2005	11	4	21.07	94.30	0.81	27.15	100.00	7.70	17.12	67.66	11.20
3231	2005	11	5	23.93	83.10	1.15	30.81	100.00	7.70	17.66	52.80	0.00
3232	2005	11	6	24.76	73.80	1.76	32.87	98.50	6.95	17.87	34.92	0.00
3233	2005	11	7	22.80	84.70	2.48	29.42	100.00	10.70	18.21	55.97	13.40
3234	2005	11	8	20.90	82.90	2.98	25.91	98.00	9.95	17.01	63.59	0.00
3235	2005	11	9	20.65	78.60	2.70	27.68	93.90	10.70	16.16	55.70	0.00
3236	2005	11	10	19.62	79.60	2.79	23.83	90.90	9.95	15.65	67.97	0.00
3237	2005	11	11	20.42	71.90	1.94	27.96	96.40	10.70	13.68	40.72	0.00
3238	2005	11	12	21.81	75.00	1.61	28.76	100.00	10.70	15.83	42.80	0.00
3239	2005	11	13	22.44	73.90	1.25	30.64	100.00	9.20	14.54	36.68	0.00
3240	2005	11	14	22.99	76.30	1.36	31.44	100.00	12.95	16.08	39.72	0.10
3241	2005	11	15	24.02	74.60	0.99	32.84	100.00	8.45	16.88	35.12	6.50
3242	2005	11	16	25.49	71.60	0.94	33.99	100.00	6.95	17.67	36.20	5.50
3243	2005	11	17	23.03	88.50	0.97	31.39	100.00	9.95	19.92	55.43	0.70
3244	2005	11	18	23.44	92.30	0.77	30.02	100.00	6.95	19.51	67.45	0.60
3245	2005	11	19	22.59	95.60	0.59	25.88	100.00	9.20	19.56	82.20	31.80
3246	2005	11	20	22.87	85.80	2.27	27.84	100.00	9.20	17.39	63.70	2.30
3247	2005	11	21	22.60	70.80	1.90	30.36	97.80	7.70	15.12	33.33	0.00
3248	2005	11	22	22.79	86.10	0.68	31.89	100.00	9.20	15.70	46.56	2.80
3249	2005	11	23	24.33	86.60	1.00	30.95	100.00	8.45	19.55	59.40	0.00
3250	2005	11	24	24.84	86.70	1.34	31.25	100.00	9.20	19.58	59.19	0.00
3251	2005	11	25	21.94	99.90	1.60	25.56	100.00	8.45	18.34	89.60	28.90
3252	2005	11	26	19.60	85.50	3.11	22.92	98.40	10.70	16.02	72.10	0.00
3253	2005	11	27	21.52	69.61	3.20	29.21	99.90	9.20	14.42	37.29	0.00
3254	2005	11	28	22.80	73.70	1.76	30.05	94.10	7.70	15.21	53.02	0.00
3255	2005	11	29	24.40	83.70	0.80	30.56	100.00	6.95	18.59	59.99	0.00
3256	2005	11	30	22.73	96.30	0.87	26.99	100.00	7.70	20.86	78.50	13.00
3257	2005	12	1	22.32	99.70	0.90	27.07	100.00	7.70	19.89	78.60	5.60
3258	2005	12	2	20.64	96.60	2.51	23.84	100.00	10.70	17.57	78.90	35.30
3259	2005	12	3	20.19	83.30	3.21	25.96	99.70	9.95	16.59	63.11	0.00
3260	2005	12	4	22.15	81.60	0.89	30.18	100.00	6.20	14.16	53.68	0.00
3261	2005	12	5	21.69	97.30	0.70	26.23	100.00	8.45	18.21	76.50	3.20
3262	2005	12	6	23.09	96.80	1.90	27.97	100.00	9.20	20.14	76.60	5.60
3263	2005	12	7	21.32	78.80	3.70	26.47	97.40	10.70	17.27	53.57	0.00
3264	2005	12	8	22.17	79.50	1.46	28.64	97.20	8.45	16.45	59.33	0.00
3265	2005	12	9	24.00	83.10	0.52	30.58	100.00	4.70	16.79	61.86	0.00
3266	2005	12	10	25.36	84.20	1.62	32.06	100.00	12.95	21.04	57.44	0.00
3267	2005	12	11	21.35	85.50	3.22	26.31	100.00	9.95	18.57	65.74	4.60
3268	2005	12	12	21.34	81.80	2.89	25.99	96.00	8.45	17.71	64.66	0.00
3269	2005	12	13	22.43	81.50	1.75	28.63	100.00	9.95	16.72	52.61	0.00
3270	2005	12	14	22.03	80.70	2.63	29.45	98.80	10.70	17.23	49.59	0.00
3271	2005	12	15	22.54	75.90	1.36	30.19	100.00	6.95	14.31	38.84	0.00
3272	2005	12	16	22.78	85.50	0.98	30.23	100.00	6.95	16.34	61.96	3.30
3273	2005	12	17	24.32	81.50	2.01	29.60	100.00	11.45	20.07	56.31	1.00
3274	2005	12	18	21.40	98.30	1.28	27.71	100.00	10.70	18.64	72.90	22.80
3275	2005	12	19	22.22	91.60	0.98	27.90	100.00	9.20	18.11	62.49	0.30
3276	2005	12	20	24.28	81.70	1.36	31.06	100.00	12.20	18.97	47.03	0.00
3277	2005	12	21	23.81	87.70	0.78	30.77	100.00	4.70	19.08	54.48	7.30
3278	2005	12	22	24.44	89.30	0.75	31.22	100.00	5.45	19.28	57.09	0.00
3279	2005	12	23	25.80	76.20	0.92	32.34	100.00	6.20	19.00	46.27	0.00
3280	2005	12	24	23.35	92.40	0.91	31.20	100.00	12.20	20.24	59.72	3.70
3281	2005	12	25	23.55	82.70	2.64	30.38	100.00	10.70	19.09	51.54	0.00
3282	2005	12	26	23.32	75.70	2.30	30.01	98.60	8.45	16.85	46.70	0.00
3283	2005	12	27	22.73	78.70	2.14	29.74	100.00	10.70	16.92	47.51	0.00
3284	2005	12	28	22.79	74.00	2.39	30.42	100.00	9.95	15.96	41.79	0.00
3285	2005	12	29	23.38	75.20	1.31	31.95	99.60	8.45	15.47	37.62	0.00
3286	2005	12	30	23.56	83.50	1.28	30.90	100.00	6.95	18.97	51.46	0.10
3287	2005	12	31	22.75	91.00	1.07	29.49	100.00	11.45	18.52	61.55	29.60
3288	2006	1	1	21.46	88.05	0.79	26.24	100.00	5.45	19.35	76.10	10.70
3289	2006	1	2	22.81	73.10	1.46	27.55	100.00	10.70	19.55	68.94	23.70
3290	2006	1	3	22.46	96.50	1.13	28.51	100.00	8.45	18.59	74.40	51.90
3291	2006	1	4	21.85	96.20	1.21	27.69	100.00	7.70	18.81	76.10	14.90
3292	2006	1	5	20.85	97.10	0.53	24.45	100.00	3.95	18.53	82.80	1.90
3293	2006	1	6	21.99	94.20	0.64	27.77	100.00	6.20	18.24	68.81	0.10
3294	2006	1	7	24.38	87.70	0.75	29.94	100.00	6.95	19.66	61.01	0.40
3295	2006	1	8	24.48	87.90	0.89	32.02	100.00	8.45	19.42	56.22	24.00
3296	2006	1	9	24.90	87.00	0.70	32.69	100.00	6.20	19.86	51.18	3.70
3297	2006	1	10	25.88	77.20	1.03	32.41	100.00	9.20	19.60	39.42	0.00
3298	2006	1	11	24.94	84.10	0.93	33.35	100.00	9.95	19.67	44.26	17.40
3299	2006	1	12	24.40	83.30	0.41	30.92	100.00	4.70	18.73	50.39	0.00
3300	2006	1	13	25.79	76.60	0.66	32.95	100.00	5.45	19.08	42.24	0.00
3301	2006	1	14	26.94	72.80	0.78	32.64	99.20	5.45	21.07	45.67	0.00
3302	2006	1	15	26.57	74.00	0.76	33.51	100.00	6.20	20.02	42.53	0.00
3303	2006	1	16	27.23	73.00	1.04	34.18	100.00	7.70	20.17	35.59	0.00
3304	2006	1	17	26.39	65.49	1.51	34.30	98.90	9.95	18.55	25.32	0.00
3305	2006	1	18	24.06	82.00	1.95	32.68	100.00	12.95	19.43	50.92	11.70
3306	2006	1	19	24.17	86.60	0.81	30.91	100.00	8.45	19.88	57.19	0.30
3307	2006	1	20	25.73	79.60	0.85	32.46	100.00	6.20	20.64	41.38	0.00
3308	2006	1	21	27.00	72.00	0.76	33.17	100.00	6.20	19.67	39.77	0.00
3309	2006	1	22	27.45	67.69	0.83	34.19	99.70	6.20	20.51	33.12	0.00
3310	2006	1	23	24.92	87.20	1.26	32.10	100.00	12.20	20.57	54.55	0.00
3311	2006	1	24	25.70	80.20	0.85	33.97	100.00	13.70	18.78	41.84	0.00
3312	2006	1	25	26.60	76.90	1.50	35.87	100.00	12.95	19.89	31.30	2.60
3313	2006	1	26	25.60	83.00	1.25	31.78	100.00	6.20	20.76	54.15	0.00
3314	2006	1	27	22.67	96.50	1.19	25.78	100.00	10.70	19.52	87.40	15.90
3315	2006	1	28	23.56	90.80	1.00	28.77	100.00	6.95	19.61	65.85	0.00
3316	2006	1	29	21.48	97.90	0.47	25.46	100.00	3.95	19.98	84.00	36.90
3317	2006	1	30	21.83	98.80	0.86	27.76	100.00	6.20	19.42	71.70	8.50
3318	2006	1	31	23.33	89.40	0.99	30.15	100.00	7.70	18.56	58.31	0.60
3319	2006	2	1	23.36	86.10	0.83	30.33	100.00	7.70	17.56	57.32	0.00
3320	2006	2	2	24.37	84.10	0.87	31.52	100.00	7.70	18.41	50.59	0.00
3321	2006	2	3	25.26	83.90	0.72	31.94	100.00	8.45	18.79	54.75	0.10
3322	2006	2	4	25.06	84.60	0.86	32.93	100.00	8.45	19.94	47.70	1.50
3323	2006	2	5	24.97	89.10	0.86	32.80	100.00	6.95	20.08	51.39	0.00
3324	2006	2	6	27.30	77.10	0.88	34.57	100.00	5.45	20.67	39.22	0.00
3325	2006	2	7	25.63	86.60	1.03	32.70	100.00	9.95	21.64	55.01	2.50
3326	2006	2	8	24.74	91.50	0.77	30.94	100.00	7.70	20.96	65.57	3.30
3327	2006	2	9	24.40	96.30	0.63	28.91	100.00	6.20	20.96	76.10	16.50
3328	2006	2	10	22.44	98.50	1.02	27.75	100.00	9.20	20.27	78.80	19.80
3329	2006	2	11	21.23	99.30	0.84	25.01	100.00	4.70	19.48	88.30	18.10
3330	2006	2	12	21.53	99.20	0.69	26.10	100.00	5.45	19.35	79.20	1.70
3331	2006	2	13	23.25	94.50	0.92	29.60	100.00	6.20	19.16	67.39	11.90
3332	2006	2	14	24.00	93.80	1.10	30.29	100.00	7.70	19.20	64.37	13.40
3333	2006	2	15	24.15	90.60	1.19	32.05	100.00	12.20	19.50	58.25	38.00
3334	2006	2	16	22.39	98.00	0.67	26.46	100.00	6.20	19.26	79.30	0.90
3335	2006	2	17	22.88	98.60	0.73	26.50	100.00	6.95	21.11	78.00	3.90
3336	2006	2	18	23.19	96.30	0.61	27.72	100.00	6.20	20.94	72.80	2.20
3337	2006	2	19	23.34	93.30	0.76	31.80	100.00	8.45	19.17	57.37	0.00
3338	2006	2	20	22.76	98.30	0.44	27.88	100.00	6.20	20.02	64.53	1.50
3339	2006	2	21	22.56	99.20	0.47	28.66	100.00	6.20	19.92	68.68	12.20
3340	2006	2	22	22.95	92.10	1.08	29.37	100.00	12.95	17.48	67.13	16.90
3341	2006	2	23	24.82	85.40	1.04	30.77	100.00	6.95	20.11	51.81	0.00
3342	2006	2	24	23.43	93.20	1.12	27.48	100.00	7.70	20.05	74.50	0.30
3343	2006	2	25	24.13	90.60	1.29	29.60	100.00	7.70	20.22	65.19	0.10
3344	2006	2	26	24.06	81.20	1.38	29.40	100.00	8.45	19.41	44.76	0.00
3345	2006	2	27	23.94	86.90	0.94	30.89	100.00	6.95	17.73	59.20	0.00
3346	2006	2	28	24.80	88.20	0.95	31.71	100.00	8.45	19.58	55.43	0.00
3347	2006	3	1	24.99	88.00	0.77	32.61	100.00	7.70	19.56	53.01	0.00
3348	2006	3	2	25.78	86.40	0.73	33.26	100.00	4.70	19.57	53.54	0.00
3349	2006	3	3	25.70	87.40	0.76	33.71	100.00	6.20	20.40	54.55	0.00
3350	2006	3	4	25.48	89.80	0.61	33.93	100.00	9.20	20.73	51.26	26.70
3351	2006	3	5	24.25	95.50	1.09	28.99	100.00	6.95	20.34	76.40	1.20
3352	2006	3	6	24.84	93.10	1.49	30.75	100.00	8.45	20.12	65.85	1.60
3353	2006	3	7	21.86	96.60	0.89	27.51	100.00	10.70	18.49	76.70	12.90
3354	2006	3	8	24.28	88.90	0.74	30.73	100.00	6.20	18.28	56.71	0.10
3355	2006	3	9	25.43	83.50	0.70	32.15	100.00	6.95	18.64	49.58	0.00
3356	2006	3	10	22.13	96.60	0.81	31.01	100.00	14.45	19.77	64.04	25.90
3357	2006	3	11	23.06	84.70	2.78	29.01	100.00	8.45	18.81	57.26	0.00
3358	2006	3	12	22.70	85.30	2.26	28.75	100.00	8.45	17.58	59.94	0.00
3359	2006	3	13	23.54	82.20	1.43	30.01	100.00	8.45	17.59	54.29	0.00
3360	2006	3	14	24.04	82.60	1.40	31.11	100.00	8.45	17.42	53.82	0.00
3361	2006	3	15	24.12	89.00	0.53	31.09	100.00	6.95	18.20	58.59	1.80
3362	2006	3	16	24.42	91.10	0.65	30.59	100.00	6.95	20.60	63.50	0.00
3363	2006	3	17	25.01	84.80	0.58	30.79	100.00	5.45	19.55	55.37	0.00
3364	2006	3	18	25.42	83.40	0.84	31.93	100.00	7.70	20.07	50.25	0.00
3365	2006	3	19	23.85	88.80	0.74	31.43	100.00	6.20	19.11	53.75	0.00
3366	2006	3	20	24.92	89.20	0.71	30.89	100.00	6.20	20.26	60.68	0.10
3367	2006	3	21	23.97	89.20	1.04	29.04	100.00	6.20	20.36	59.60	0.00
3368	2006	3	22	23.03	95.30	0.82	30.21	100.00	7.70	20.02	66.13	7.00
3369	2006	3	23	22.01	97.70	0.57	30.33	100.00	9.20	20.27	67.87	8.90
3370	2006	3	24	22.96	94.10	0.92	31.56	100.00	13.70	19.50	60.94	21.30
3371	2006	3	25	22.69	96.60	0.50	30.18	100.00	9.20	20.36	66.59	13.70
3372	2006	3	26	22.10	92.50	1.87	26.28	100.00	7.70	19.61	70.20	0.30
3373	2006	3	27	23.72	85.10	1.68	29.78	100.00	8.45	19.00	57.45	0.00
3374	2006	3	28	25.30	82.70	0.50	30.60	100.00	2.00	19.40	57.90	0.00
3375	2006	3	29	21.47	96.75	0.58	25.65	100.00	30.20	18.28	93.50	30.00
3376	2006	3	30	22.32	91.80	1.76	28.75	100.00	7.70	18.88	63.30	0.00
3377	2006	3	31	22.34	86.40	1.81	29.53	100.00	9.20	16.78	61.15	0.00
3378	2006	4	1	22.86	83.00	1.94	29.91	99.50	9.20	17.96	54.09	0.00
3379	2006	4	2	22.95	84.50	1.57	29.35	100.00	8.45	17.13	56.10	0.00
3380	2006	4	3	21.92	85.00	1.85	28.14	100.00	8.45	17.16	58.95	0.00
3381	2006	4	4	20.91	82.50	1.67	28.53	100.00	9.20	15.23	52.69	0.00
3382	2006	4	5	21.27	88.40	0.64	27.48	100.00	4.70	15.49	63.65	0.00
3383	2006	4	6	21.16	96.70	0.44	26.63	100.00	4.70	19.22	71.30	0.00
3384	2006	4	7	21.66	95.30	0.39	26.82	100.00	6.95	17.89	74.30	16.60
3385	2006	4	8	22.40	94.50	0.94	26.69	100.00	5.45	18.84	76.20	0.00
3386	2006	4	9	21.61	93.60	0.71	30.09	100.00	6.20	17.83	62.76	8.30
3387	2006	4	10	22.17	91.20	1.20	28.38	100.00	6.95	17.04	67.33	0.50
3388	2006	4	11	22.25	85.40	1.29	27.32	100.00	8.45	18.03	55.72	0.00
3389	2006	4	12	22.41	83.40	0.70	29.19	100.00	5.45	16.19	52.68	0.00
3390	2006	4	13	22.37	83.00	0.66	29.58	100.00	4.70	15.39	50.93	0.00
3391	2006	4	14	21.92	83.20	0.74	29.68	100.00	6.20	15.38	40.99	0.00
3392	2006	4	15	21.61	85.50	0.50	28.53	100.00	4.70	15.55	53.29	0.00
3393	2006	4	16	19.96	98.10	0.96	22.18	100.00	5.45	18.42	88.50	5.30
3394	2006	4	17	19.51	90.10	2.48	23.02	100.00	9.95	16.21	72.50	0.20
3395	2006	4	18	18.62	83.90	2.78	23.91	98.60	8.45	15.44	60.91	0.00
3396	2006	4	19	19.16	83.10	1.86	26.04	100.00	9.95	13.13	45.77	0.00
3397	2006	4	20	19.54	79.60	0.75	27.19	100.00	5.45	12.83	41.47	0.10
3398	2006	4	21	20.07	81.20	0.87	28.19	100.00	6.20	11.63	41.94	0.00
3399	2006	4	22	23.36	81.80	1.11	29.75	100.00	7.70	17.42	56.78	0.70
3400	2006	4	23	21.59	85.20	0.94	29.04	100.00	5.45	16.12	34.34	0.00
3401	2006	4	24	20.85	77.80	0.90	30.61	100.00	3.95	13.03	33.06	0.00
3402	2006	4	25	22.21	86.80	0.73	30.38	100.00	5.45	14.56	54.02	0.00
3403	2006	4	26	22.69	83.10	0.97	29.41	100.00	7.70	17.26	41.59	0.00
3404	2006	4	27	21.17	82.60	1.44	27.25	100.00	6.95	15.93	54.44	0.00
3405	2006	4	28	19.78	79.70	1.27	27.25	100.00	7.70	13.62	44.29	0.00
3406	2006	4	29	19.75	87.70	0.64	27.91	100.00	4.70	12.77	59.88	0.00
3407	2006	4	30	19.37	87.60	0.77	27.39	100.00	6.20	13.04	54.03	0.00
3408	2006	5	1	20.40	82.60	0.97	28.57	100.00	4.70	12.07	45.83	0.00
3409	2006	5	2	21.07	73.40	1.38	28.13	100.00	8.45	15.11	32.80	0.00
3410	2006	5	3	15.77	69.73	0.86	23.11	100.00	9.95	7.84	29.65	0.00
3411	2006	5	4	14.41	73.30	0.83	23.39	100.00	6.20	5.29	30.19	0.00
3412	2006	5	5	15.41	79.80	1.71	23.85	100.00	7.70	7.04	40.01	0.00
3413	2006	5	6	17.32	77.80	0.91	25.12	100.00	5.45	9.80	34.21	0.00
3414	2006	5	7	17.39	84.60	1.34	24.50	100.00	6.95	10.55	50.34	0.00
3415	2006	5	8	18.29	85.50	1.27	23.44	100.00	6.95	14.38	64.28	0.00
3416	2006	5	9	18.27	81.80	1.18	25.30	100.00	6.95	12.74	48.06	0.00
3417	2006	5	10	17.48	81.00	0.96	23.97	100.00	5.45	11.29	52.63	0.00
3418	2006	5	11	16.68	78.80	1.51	23.11	100.00	8.45	9.78	41.82	0.00
3419	2006	5	12	17.16	85.00	1.06	20.77	100.00	5.45	12.63	70.30	0.00
3420	2006	5	13	15.40	82.70	1.14	23.13	100.00	6.95	8.16	43.35	0.00
3421	2006	5	14	16.13	82.60	0.80	24.49	100.00	5.45	8.86	39.25	0.00
3422	2006	5	15	16.72	83.90	0.98	25.75	100.00	6.95	8.84	44.09	0.00
3423	2006	5	16	16.89	84.20	0.94	25.54	100.00	6.95	9.01	45.90	0.00
3424	2006	5	17	17.04	84.30	0.51	26.12	100.00	3.95	8.75	46.17	0.00
3425	2006	5	18	17.75	81.50	0.60	27.25	100.00	5.45	8.89	40.66	0.00
3426	2006	5	19	18.80	74.20	1.40	27.37	100.00	7.70	10.68	36.63	0.00
3427	2006	5	20	15.67	91.10	0.76	20.53	100.00	6.95	11.70	62.55	0.00
3428	2006	5	21	18.49	91.30	0.62	24.29	100.00	3.95	13.89	62.51	0.00
3429	2006	5	22	16.77	99.60	0.71	18.52	100.00	4.70	14.43	95.10	0.10
3430	2006	5	23	16.17	99.20	1.69	17.77	100.00	6.95	14.27	94.20	0.00
3431	2006	5	24	16.42	92.50	2.20	21.37	100.00	9.20	12.90	73.70	0.00
3432	2006	5	25	17.80	86.50	0.99	24.71	100.00	5.45	12.14	61.30	0.00
3433	2006	5	26	16.99	90.20	0.53	26.04	100.00	4.70	9.89	54.64	0.00
3434	2006	5	27	18.53	86.10	1.03	27.57	100.00	5.45	10.55	49.33	0.00
3435	2006	5	28	18.48	82.30	0.88	27.85	100.00	8.45	10.43	36.75	0.00
3436	2006	5	29	18.71	81.10	0.62	27.86	100.00	3.95	11.42	35.42	0.00
3437	2006	5	30	19.19	81.00	1.04	32.03	100.00	4.70	11.01	35.88	0.00
